,from_model,statistical
0,0.538572635530226,0.7068965904853033
1,0.5887334703146954,0.7115679313390362
2,0.6333027224980863,0.6878117197144472
3,0.6822013737277033,0.702065724825409
4,0.7063529350762934,0.7113826825363984
5,0.7218949414114004,0.7137643210964644
6,0.7277819896918973,0.7294994447507785
7,0.7496559037177185,0.7420226644405394
8,0.7518180020187789,0.7739094819688621
9,0.7691067541818645,0.7784718236924262
10,0.7662872456447977,0.7886309288443707
11,0.7731220322470256,0.7964524072487079
12,0.773658719839623,0.8067132987239658
13,0.784701923443023,0.7983350074827286
14,0.786326368600918,0.824553639663042
15,0.7857545609078089,0.8156992239077467
16,0.793250699209929,0.8222068401850386
17,0.7929804315180954,0.8170336508207712
18,0.7973919023626042,0.8242485400947468
19,0.7976589491506773,0.8141932532456694
20,0.7962941722451712,0.8234391925506995
21,0.7969101358627646,0.8207723707042043
22,0.7979714560770614,0.8218470861312323
23,0.8086468569700545,0.8198644721518068
24,0.8090566539245696,0.8159320080618572
25,0.8127288805196309,0.8222815766812447
26,0.8161054396784387,0.8216282952547572
27,0.8189312242941976,0.8218390158578277
28,0.820054073137602,0.8256893432990834
29,0.8248865240297723,0.8210116254882408
30,0.8188403112231765,0.8236270425753903
31,0.8214511095199224,0.822489134025365
32,0.8219659641407201,0.8244753508054176
33,0.8262106036993961,0.8276623233896324
34,0.8192385071596728,0.826016391128798
35,0.8213139148720467,0.8258961368494708
36,0.8296449373690581,0.8292009426309916
37,0.8272341953855271,0.8319088436102358
38,0.822985491867744,0.8267502455885075
39,0.82383827477615,0.8268548204795063
40,0.8299295730297918,0.8247172428395129
41,0.8267093898293977,0.8296760583608739
42,0.8263045503285451,0.8290531989828803
43,0.8280305440249123,0.8301425633972577
44,0.8221747752594585,0.8272205840047585
45,0.8240611800509414,0.8326894263940771
46,0.827191912917369,0.8223072214161076
47,0.8313022977134811,0.8296924727205303
48,0.8264346762815904,0.8315884825784847
49,0.8300623506440986,0.833775151979821
50,0.8325716076079737,0.8280234104796708
51,0.8302582925589976,0.8328237604182547
52,0.8288900209368832,0.8295746971680344
53,0.8277051246610809,0.834148056255916
54,0.8318732191176361,0.8344896089609548
55,0.8346075214198748,0.8287057809184207
56,0.8264222322082249,0.8316330780446455
57,0.829797782582857,0.8381396999489643
58,0.824275078324165,0.8302522326483429
59,0.826292711525685,0.8355285846057634
60,0.8325986934630871,0.835818552411425
61,0.8235008508806296,0.8396822678598105
62,0.831467226720583,0.8339673109540617
63,0.8344444082242888,0.8356700809975872
64,0.8274597955551874,0.8334438240229616
65,0.8243495770355299,0.8343262507749263
66,0.835216473987448,0.8369066702567854
67,0.8271292313920606,0.8329291927758026
68,0.8358858887551435,0.8360897280090167
69,0.836766269116352,0.8354613851684689
70,0.8346480024877193,0.8373400367330025
71,0.832011790035351,0.8354735049897779
72,0.8352540223755823,0.8376099729671781
73,0.8325183942427132,0.83733594395149
74,0.8369791153717927,0.8329681174337763
75,0.8362611492628483,0.8378983051013552
76,0.8390928929108441,0.8315789207456207
77,0.8349049182004293,0.836955798046135
78,0.8362462120514488,0.8380642428926328
79,0.8335372950824278,0.835010256885161
80,0.8386616664981996,0.8303399320212048
81,0.8378805216774605,0.8334884483115274
82,0.8323813365012616,0.8328168214242471
83,0.8356507843974291,0.834462883385904
84,0.8343461670567924,0.8379674644621908
85,0.8337328118668529,0.8301551443770471
86,0.8333311212137484,0.8374451448384936
87,0.8290052168841302,0.8345320427467395
88,0.8323241672609127,0.8316612807679533
89,0.8380224504053597,0.8322259477102198
90,0.8284581460201261,0.8280392123632209
91,0.8327625920692097,0.8342067963173383
92,0.8335513964440819,0.8394139889139232
93,0.8345333613717689,0.8360230834030188
94,0.8337970930356394,0.8372039589533214
95,0.8372544053677002,0.8388036168429027
96,0.837049348367215,0.8344913599220597
97,0.8334943569045555,0.8414009766933098
98,0.8325419349420098,0.8348506095837782
99,0.8294557326913315,0.8391541909607115
100,0.834561931580741,0.837632411209483
101,0.8332368215101378,0.8431033432231652
102,0.8308389271136428,0.8424121171004741
103,0.8362796604524696,0.8381183281356448
104,0.8324471308463113,0.8365745785061931
105,0.8276835799133315,0.8388316322205781
106,0.8335398026316643,0.8313386427662062
107,0.8376721933340061,0.8351534610044823
108,0.830141215949823,0.833728387627683
109,0.8423293607700724,0.8402688182130853
110,0.8291827124598192,0.8371225212479491
111,0.8414284156228848,0.8357770193257972
112,0.8398799175022066,0.8340439641402013
113,0.832198170117386,0.8405016960400121
114,0.8326739199401786,0.8360389573425813
115,0.8462462895837184,0.8393992174313524
116,0.8353807112568296,0.8336565982223898
117,0.8411885411571407,0.8311124229148381
118,0.834930390000862,0.8394354183720524
119,0.8357916178739377,0.8324745121310765
120,0.8382503059282125,0.8407943010957328
121,0.8402439156551516,0.8404663813882665
122,0.8432946303196541,0.8448544124118961
123,0.8398462313163443,0.8424793597713762
124,0.8328476830144178,0.8419824543033019
125,0.8386906546320445,0.8391440238573422
126,0.8418897326263659,0.8415991091109899
